Region_ID,Region_name,Region_class,Process_ID,TAST_Status,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_2D_mean_unsmoothed,Speed_4D_mean_unsmoothed,Speed_2D_max_unsmoothed,Speed_4D_max_unsmoothed,Direction_horizontal,Direction_vertical,Fish_track_change_in_range,Time_in_beam,Tortuosity_2D,Tortuosity_3D,Distance_2D_unsmoothed,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
7,Region 7,Unclassified regions,139,OFF,0.428761,3129,3194,0,6/7/2023, 15:22:27.4690,999,999,310534881.8,39,85.461581,6.287176,0.793149,4.417,1.944038,53.085054,0,90,-3.168624,7.273,1.82053,9.043348,5.768575,32.1251,0.428761,-9999,5.969102,7.722706,3.661763,-2.166562,-9999,-9999,-9999,-9999,-9999,-9999
8,Region 8,Unclassified regions,138,OFF,0.476863,1696,1707,0,6/7/2023, 15:27:24.2450,999,999,125356215.1,12,85.761202,2.375513,0.520112,0.6099,0.735014,1.194169,0,90,-0.65014,1.25,1,1.172499,0.65014,0.7624,0.476863,-9999,2.367185,2.706635,2.060418,-0.646218,-9999,-9999,-9999,-9999,-9999,-9999
10,Region 10,Unclassified regions,138,OFF,0.353156,1421,1452,0,6/7/2023, 15:26:53.5730,999,999,86725931.26,24,83.777887,8.290279,0.391363,2.452,0.743577,57.376274,0,90,0.412819,3.685,3.493479,1.485629,1.442173,9.0358,0.353156,-9999,6.880184,7.650534,5.91596,-0.737287,-9999,-9999,-9999,-9999,-9999,-9999
12,Region 12,Unclassified regions,137,OFF,0.402139,9,49,0,6/7/2023, 15:31:47.5230,999,999,86697811.88,32,84.676242,6.546421,0.425524,1.8053,3.484396,9.031819,0,-90,0.746974,4.512,2.570321,2.365983,1.919964,8.1454,0.402139,-9999,6.028782,6.83714,5.250835,0.662207,-9999,-9999,-9999,-9999,-9999,-9999
15,Region 15,Unclassified regions,137,OFF,0.612691,592,620,0,6/7/2023, 15:32:54.1430,999,999,183198036,26,84.556428,7.269047,1.265113,1.9513,2.563005,11.005713,0,90,-4.068602,3.216,1,1.508749,4.068602,6.2754,0.612691,-9999,6.864115,8.845788,5.224635,-3.621153,-9999,-9999,-9999,-9999,-9999,-9999
16,Region 16,Unclassified regions,137,OFF,0.512053,1211,1272,0,6/7/2023, 15:34:07.2310,999,999,8579035059,60,103.017,19.636135,0.749181,2.5313,1.965724,18.696124,0,90,-5.191825,6.93,1,1.137049,5.191825,17.542,0.512053,-9999,17.657174,22.825403,12.139758,-10.685644,-9999,-9999,-9999,-9999,-9999,-9999
17,Region 17,Unclassified regions,137,OFF,0.463204,2275,2285,0,6/7/2023, 15:36:07.3820,999,999,147678144.7,11,86.886912,3.74337,0.218969,0.3647,0.489265,0.638394,0,-90,0.158548,1.182,1.632444,1.253851,0.258821,0.431,0.463204,-9999,3.696631,3.812491,3.570355,0.203972,-9999,-9999,-9999,-9999,-9999,-9999
20,Region 20,Unclassified regions,136,OFF,0.37812,652,777,0,6/7/2023, 15:41:00.0300,999,999,176156294.6,54,84.148684,9.210646,0.397984,1.3658,1.910296,9.666328,0,90,-5.737524,14.476,1.004131,2.868295,5.761223,19.771,0.37812,-9999,8.775384,12.087652,5.427432,-6.656897,-9999,-9999,-9999,-9999,-9999,-9999
22,Region 22,Unclassified regions,136,OFF,0.312029,1384,1656,0,6/7/2023, 15:42:33.7390,999,999,4255900489,196,94.65701,15.661753,0.54493,1.3254,1.95249,22.334233,0,90,-17.172392,31.513,1,2.432116,17.172392,41.7685,0.312029,-9999,12.121369,17.066387,3.638376,-13.271086,-9999,-9999,-9999,-9999,-9999,-9999
24,Region 24,Unclassified regions,136,OFF,0.448255,3279,3307,0,6/7/2023, 15:45:59.8810,999,999,843649857.3,23,92.002472,11.721803,0.327368,18.9693,1.312503,131.335383,0,-90,0.683802,3.284,1.572201,32.435422,1.075075,62.2952,0.448255,-9999,8.652348,10.109108,7.924417,1.708858,-9999,-9999,-9999,-9999,-9999,-9999
25,Region 25,Unclassified regions,136,OFF,0.347788,3469,3576,0,6/7/2023, 15:46:26.3820,999,999,280087103.4,101,85.769657,12.17948,0.384166,1.3815,0.940614,24.893986,0,90,-4.560627,12.384,1.04317,3.657927,4.757507,17.1081,0.347788,-9999,11.768865,13.7433,9.499063,-4.161194,-9999,-9999,-9999,-9999,-9999,-9999
26,Region 26,Unclassified regions,136,OFF,0.508591,3675,3702,0,6/7/2023, 15:46:45.6960,999,999,231670064.2,28,85.948804,5.713369,0.531562,0.9876,1.245418,3.666989,0,90,-1.690898,3.181,1,1.053846,1.690898,3.1416,0.508591,-9999,5.243931,6.495791,3.929095,-2.566696,-9999,-9999,-9999,-9999,-9999,-9999
27,Region 27,Unclassified regions,135,OFF,0.468025,1218,1251,0,6/7/2023, 15:49:40.7650,999,999,221209728,34,87.777999,7.193088,0.2687,0.8059,1.197471,4.392665,0,-90,-0.611625,4.027,1.769148,1.527676,1.082055,3.2453,0.468025,-9999,5.805089,6.127424,5.383999,0.720943,-9999,-9999,-9999,-9999,-9999,-9999
28,Region 28,Unclassified regions,135,OFF,0.383338,3094,3134,0,6/7/2023, 15:53:22.0310,999,999,40591433.83,36,82.078297,9.258536,0.511646,1.1114,0.907142,3.905172,0,-90,2.286409,4.725,1.057347,1.66658,2.417529,5.2513,0.383338,-9999,9.224821,10.433613,7.903068,2.459995,-9999,-9999,-9999,-9999,-9999,-9999
30,Region 30,Unclassified regions,135,OFF,0.469024,3453,3496,0,6/7/2023, 15:54:04.2650,999,999,227885353.6,36,85.485898,7.445108,0.579952,2.409,1.14717,9.292953,0,90,-1.67353,4.969,1.721977,1.3781,2.88178,11.9702,0.469024,-9999,6.52589,7.590756,5.375602,-0.589406,-9999,-9999,-9999,-9999,-9999,-9999
34,Region 34,Unclassified regions,134,OFF,0.655562,672,760,0,6/7/2023, 15:55:39.4730,999,999,6234875745,83,97.731804,17.222225,1.458127,3.1604,4.255682,28.926449,0,90,-14.918652,10.295,1.006218,1.711904,15.011414,32.5361,0.655562,-9999,15.60722,18.966564,8.083657,-10.616224,-9999,-9999,-9999,-9999,-9999,-9999
35,Region 35,Unclassified regions,134,OFF,0.376078,3663,3690,0,6/7/2023, 16:01:24.9490,999,999,59090344.44,28,83.502271,7.153227,0.443776,1.1424,1.351272,6.966396,0,-90,1.193087,3.14,1.167941,2.802388,1.393455,3.5871,0.376078,-9999,6.711932,7.466666,5.815021,1.279188,-9999,-9999,-9999,-9999,-9999,-9999
11,Region 11,Unclassified regions,113,OFF,0.485648,3931,3959,0,6/7/2023, 16:31:45.4460,999,999,524346357,19,88.679424,6.743298,0.208316,0.5249,1.058966,2.548274,0,-90,-0.128924,3.26,5.267511,1.226909,0.679109,1.7113,0.485648,-9999,5.135702,5.633639,4.83228,0.777089,-9999,-9999,-9999,-9999,-9999,-9999
39,Region 39,Unclassified regions,133,OFF,0.457998,345,485,0,6/7/2023, 16:32:34.6620,999,999,210063534.9,126,84.636318,11.181244,0.566428,1.9733,2.376642,18.171191,0,90,-8.369932,16.076,1.08793,2.562287,9.105902,31.7228,0.457998,-9999,9.480026,11.480921,5.334977,-5.521117,-9999,-9999,-9999,-9999,-9999,-9999
40,Region 40,Unclassified regions,133,OFF,0.437669,0,7,0,6/7/2023, 16:31:47.5730,999,999,76060040.93,4,88.077759,6.643498,0.220046,0.4677,0.269027,0.596058,0,-90,-0.138104,0.841,1.339998,1.15471,0.185059,0.3934,0.437669,-9999,5.443843,5.487858,5.418935,0.061026,-9999,-9999,-9999,-9999,-9999,-9999
43,Region 43,Unclassified regions,132,OFF,0.469169,1018,1062,0,6/14/2023, 00:00:01.6160,999,999,312517970.9,39,86.227786,9.856801,0.834869,8.0318,2.230207,89.666633,0,90,-4.046394,4.899,1.010782,8.510897,4.090021,39.3477,0.469169,-9999,9.328652,12.052423,6.507383,-4.553357,-9999,-9999,-9999,-9999,-9999,-9999
44,Region 44,Unclassified regions,131,OFF,0.497371,2558,2600,0,6/14/2023, 00:50:41.5430,999,999,458798457.6,33,91.616068,15.817139,0.874874,1.3999,1.700613,2.301582,0,90,-4.010422,4.584,1,1.015204,4.010422,6.4171,0.497371,-9999,12.659109,15.752808,9.602765,-6.150043,-9999,-9999,-9999,-9999,-9999,-9999
45,Region 45,Unclassified regions,131,OFF,0.356667,2533,2542,0,6/14/2023, 00:50:36.9590,999,999,454086615.5,9,96.696639,20.94033,1.384416,1.5739,2.333774,2.917325,0,90,-1.376109,0.994,1,1.007547,1.376109,1.5644,0.356667,-9999,20.14925,21.044898,19.526317,-1.518581,-9999,-9999,-9999,-9999,-9999,-9999
46,Region 46,Unclassified regions,131,OFF,0.399408,2515,2521,0,6/14/2023, 00:50:34.8630,999,999,2410388221,7,103.592761,24.317893,1.04138,1.2482,1.312916,1.473286,0,90,-0.691476,0.664,1,1.006718,0.691476,0.8288,0.399408,-9999,23.854546,24.237608,23.472406,-0.765202,-9999,-9999,-9999,-9999,-9999,-9999
49,Region 49,Unclassified regions,130,OFF,0.332497,3013,3072,0,6/14/2023, 02:00:29.9120,999,999,644476070.5,37,89.389601,13.970088,1.170471,1.5626,2.233877,12.181273,0,90,-7.663076,6.547,1,1.048301,7.663076,10.2304,0.332497,-9999,13.628628,18.031309,9.123639,-8.90767,-9999,-9999,-9999,-9999,-9999,-9999
52,Region 52,Unclassified regions,129,OFF,0.358044,2219,2292,0,6/14/2023, 02:57:41.1400,999,999,91043191.87,46,83.321773,11.649063,0.896487,1.2282,2.036315,2.878451,0,-90,7.155761,7.982,1,1.02446,7.155761,9.8033,0.358044,-9999,11.102909,15.138756,6.17556,8.963195,-9999,-9999,-9999,-9999,-9999,-9999
12,Region 12,Unclassified regions,112,OFF,0.527815,701,715,0,6/14/2023, 12:03:57.7160,999,999,84041315.78,15,85.648753,3.874535,0.145392,0.3995,0.502146,0.877415,0,-90,0.180759,1.539,1.237883,1.050598,0.223758,0.6148,0.527815,-9999,3.793317,3.837687,3.726624,0.071265,-9999,-9999,-9999,-9999,-9999,-9999
53,Region 53,Unclassified regions,128,OFF,0.392426,844,870,0,6/14/2023, 12:11:27.6040,999,999,618909319.3,26,89.049607,6.346284,0.342743,0.4051,0.675693,0.692239,0,90,-0.976475,2.849,1,1.051133,0.976475,1.1541,0.392426,-9999,4.568173,5.097026,4.045495,-1.051531,-9999,-9999,-9999,-9999,-9999,-9999
54,Region 54,Unclassified regions,128,OFF,0.409906,731,746,0,6/14/2023, 12:11:14.5660,999,999,159092103.1,16,85.820727,4.134633,0.290933,0.9056,0.596814,5.068916,0,90,-0.34148,1.662,1.415982,1.684445,0.48353,1.5051,0.409906,-9999,3.714608,4.152425,3.471269,-0.655863,-9999,-9999,-9999,-9999,-9999,-9999
55,Region 55,Unclassified regions,128,OFF,0.551985,2265,2280,0,6/14/2023, 12:14:03.2530,999,999,63166651.45,16,83.70236,5.953768,0.720663,0.7921,1.293903,1.420498,0,90,-1.193419,1.656,1,1.028318,1.193419,1.3117,0.551985,-9999,4.548332,5.174776,3.973347,-1.201429,-9999,-9999,-9999,-9999,-9999,-9999
56,Region 56,Unclassified regions,128,OFF,0.491561,3580,3587,0,6/14/2023, 12:16:27.2930,999,999,108811156,7,85.823234,1.859827,0.401454,0.45,0.90348,0.909409,0,90,-0.179594,0.752,1.680974,1.671349,0.301894,0.3384,0.491561,-9999,1.808146,1.952022,1.724697,-0.15288,-9999,-9999,-9999,-9999,-9999,-9999
13,Region 13,Unclassified regions,111,OFF,0.611209,359,400,0,6/14/2023, 12:17:42.4740,999,999,18128432.61,34,76.28074,5.704277,0.493971,1.5053,2.82728,17.776546,0,-90,1.341167,4.548,1.675093,2.342331,2.24658,6.8462,0.611209,-9999,5.639704,6.507119,4.711374,1.296434,-9999,-9999,-9999,-9999,-9999,-9999
14,Region 14,Unclassified regions,110,OFF,0.438757,327,350,0,6/14/2023, 12:24:23.0760,999,999,122886255.6,18,85.771178,3.635632,0.260454,2.7859,0.63278,28.594817,0,90,-0.610329,2.528,1.078807,10.457035,0.658427,7.0427,0.438757,-9999,2.989134,3.537441,2.720485,-0.321304,-9999,-9999,-9999,-9999,-9999,-9999
15,Region 15,Unclassified regions,110,OFF,0.468058,809,831,0,6/14/2023, 12:25:16.1940,999,999,206986836.8,20,87.160997,5.586965,0.270092,0.4449,0.608297,0.6806,0,90,-0.606342,2.417,1.076642,1.281179,0.652813,1.0754,0.468058,-9999,4.153029,4.5082,3.668877,-0.839323,-9999,-9999,-9999,-9999,-9999,-9999
57,Region 57,Unclassified regions,127,OFF,0.446722,223,279,0,6/14/2023, 14:19:09.0660,999,999,116521365,56,83.978774,6.951021,0.462829,1.4638,5.074545,11.61096,0,-90,-0.948045,6.287,3.06927,1.452195,2.909806,9.2029,0.446722,-9999,6.485966,7.512725,5.677301,0.071796,-9999,-9999,-9999,-9999,-9999,-9999
58,Region 58,Unclassified regions,126,OFF,0.397148,2002,2134,0,6/20/2023, 12:49:16.2690,999,999,52629679.4,127,77.187895,8.036085,0.412448,0.7921,3.669061,6.808802,0,-90,4.653602,15.241,1.350809,1.236871,6.286126,12.0724,0.397148,-9999,7.676921,10.774388,5.269166,5.505222,-9999,-9999,-9999,-9999,-9999,-9999
59,Region 59,Unclassified regions,126,OFF,0.248541,2573,2614,0,6/20/2023, 12:50:16.1430,999,999,457397953.4,30,92.405344,14.707364,0.287643,0.4437,0.571107,0.85348,0,90,-1.356643,4.724,1.001608,1.513345,1.358825,2.096,0.248541,-9999,10.232649,10.880182,9.735027,-1.145156,-9999,-9999,-9999,-9999,-9999,-9999
61,Region 61,Unclassified regions,125,OFF,0.353094,758,874,0,6/20/2023, 13:40:45.2020,999,999,314854698.9,74,84.361144,12.371161,0.602629,1.6942,1.563848,9.714659,0,90,-7.143676,13.357,1.126774,3.130122,8.04931,22.6299,0.353094,-9999,12.137977,16.078987,8.986793,-6.973441,-9999,-9999,-9999,-9999,-9999,-9999
62,Region 62,Unclassified regions,125,OFF,0.364911,679,707,0,6/20/2023, 13:40:30.9690,999,999,61835789.91,26,81.844798,13.969866,0.821853,6.6398,5.903748,129.252997,0,-90,1.971768,3.204,1.33546,1.173414,2.633218,21.274,0.364911,-9999,10.945825,12.946252,8.975298,3.497516,-9999,-9999,-9999,-9999,-9999,-9999
64,Region 64,Unclassified regions,125,OFF,0.391005,4263,4302,0,6/20/2023, 13:47:22.9640,999,999,1521802987,37,92.904569,18.02497,0.753907,4.902,5.202468,72.487457,0,-90,2.919851,4.493,1.160095,4.694818,3.387306,22.0246,0.391005,-9999,14.544615,17.748945,11.831746,4.56942,-9999,-9999,-9999,-9999,-9999,-9999
67,Region 67,Unclassified regions,124,OFF,0.379152,4221,4315,0,6/20/2023, 14:04:53.1450,999,999,73945496.79,80,79.190809,4.747406,0.31043,1.6637,1.715924,21.026458,0,90,-1.605244,10.752,2.079275,5.33862,3.337744,17.8879,0.379152,-9999,4.078881,4.651625,3.619679,-0.447377,-9999,-9999,-9999,-9999,-9999,-9999
68,Region 68,Unclassified regions,124,OFF,0.338231,4498,4533,0,6/20/2023, 14:05:21.5810,999,999,2313447127,31,94.221349,14.382463,0.378609,0.8464,1.185444,4.018716,0,-90,-0.957433,3.935,1.556065,2.168229,1.489828,3.3307,0.338231,-9999,11.223394,11.571443,10.818164,0.047681,-9999,-9999,-9999,-9999,-9999,-9999
